id,ref,product,rating,helpPos,helpAll,date,userId,infoTitle,infoText
"11","XX","B0002Q6362","4.0","0","1","August 16, 2011","AYVUKIZKBSQFC","Application isn't simple, but worth the time","I was a little scared by the multiple steps and having to mix my own matching color, but it worked out great. You can still tell it's a repair if you look, but it's not noticeable at all. The color mix directions are easy enough, the tricky part was cutting/shaping and installing the sub-patch. Tip: with the light sanding, stay within 1/4' to 1/2' from the tear. Any further will be mard to mask with the filler and could end up having noticeably less sheen that the repaired area and original leather. Overall great product."
"12","XX","B0002Q6362","2.0","4","5","July 27, 2011","A231B71ER3NYSK","Not so magical","I had about a 1 inch rip in the shape of a 'T' in my leather sectional.  I got a bid of $150 to get fixed professionally, and just thought I could save some money and do it myself.Some hints:-Put it on in several thin coats- I was able to get a pretty close match in color (as the directions state make it a wee bit lighter because it gets darker when it dries- don't sweat this though, if you don't have the color right, you can get it right with your second coat.)-Be careful with the sand paper- this is really what made a smallish area into a bigger repair then it needed to be.  Directions state to sand around the area- this removes the color of the leather requiring you to creep out further then you would like to.The rip is sealed now, and I have no doubt that it is sealed for good.  I can still see the line of the rip through the repair and kind of a clumpy hard rubbery patch sitting on top of it now.  I really am a glass half full kind of gal, but hindsight leaves me wishing that I had spent the $150 on a professional repair.  It is what it is."
"13","XX","B0002Q6362","1.0","1","2","July 2, 2011","A3FYKPWPV4MLHY","Don't Waste Your Time","Please bear in mind. This review has nothing against the seller. It's against the manufacturer.Don't waste your money on this product if you have a leather couch with a couple of fine tears in it. That's what I have and this was a waste of money. I would imagine it would work better if you had some outright holes in a leather couch, bigger than what I have. The patching pieces (sub-material and the leather) were just too big to fit into the holes I have.So now I'm just using the glue to see if I can glue the rips shut.Unfortunately, I really thought this would be a better product, based on the price compared to other similar products."
"14","XX","B0002Q6362","5.0","3","4","April 12, 2011","A1EMJ69XS6NTOC","Saved my couch!","I purchased this kit to try to revive a 13 year old leather couch, chair and ottoman.These pieces are super comfortable, timeless in design and fit my lifestyle. I spent good money on them originally, and I hated to have to go shopping to try to replace them. The issue is the wear and tear my dog (yellow lab) and my cat (siamese) have caused in the last 4 years. Leather is great with pets because it cleans so easily, but the pet claws eventually wear grooves into the leather.This stuff fills them in like plastic wood does for wood. The color matching is the hard part, but with patience I got a perfect match. I applied it with a makeup brush (eyeshadow brush to be exact) and then I dabbed off the excess with my fingertip. That set it with a natural dull texture like the original finish. The stuff dries quickly and came off my hands like a second skin peeling off, no mess whatsoever. I've done the ottoman so far with fantastic results, the repairs are almost invisible. I'll take before and after pictures of the couch and chair and add them to this review soon.Great product! This is going to save my furniture ;-)"
"15","XX","B0002Q6362","3.0","3","4","April 1, 2011","A1JRI4KUW8VSMN","Matching color is a little tricky","Tried this product to repair a restaurant booth that got several very small tears from a broken window.  Matching the exact 'red' of the booth seemed easy enough, however, when I came back to work on it again, the color didn't match as well as it seemed originally.  Also, use the sandpaper very sparingly.  I think the repair would have looked more inconspicuous had I not used the sandpaper at all.  In Leather Magic's defense....I have little patience for this kind of thing and it probably takes more time to really get it right."
"16","XX","B0002Q6362","1.0","6","8","March 29, 2011","A19FQ5AXSX1JI3","Not what you think it is","This was a total ripoff. I needed to cover up some cat claw prick marks on my leather barstools. They are black, so I didn't have to worry about color mixing. The first thing to go wrong was the finish on the product after it dried. It was very shiny, like patent leather. So my barstools looked like they had tone-on-tone polka dots! The second thing to go wrong was when I cleaned off the stools several days later during my routine housework. Using a normal, soft dishcloth, wet and well wrong out, no cleaning product on it at all, just plain water, I lightly wiped off my barstools, and there went my new shiny polkadots. All the leather repair rubbed right off like thin plastic. The best thing I can say is that the claw marks are still there and I am right back where I started. The worst thing I can say is I wasted my money on this product. I definitely wouldn't recomend it for a fine piece of leather furniture!"
"17","XX","B0002Q6362","5.0","2","3","March 21, 2011","A22ERH13DGA28Z","quite good","I think success depends on your ability to match your own color but I was ultimately really surprised at how good it looked. They dont give you much though. So after very good success with the 1st kit, I had to buy two more for enough to patch up my sofa"
"18","XX","B0002Q6362","2.0","0","0","March 8, 2011","AM6ORVCEVA2UQ","Paint rubbery","Wish I could say that this product was great but when I opened the paint colors they were all rubbery and would not mix or spread easily!"
"19","XX","B0002Q6362","4.0","2","3","February 20, 2011","A2E212XZF1Q9BJ","Worthwhile","Repaired a tear and touched up a few nicks. Saved me from buying a new sofa. I wish I would have matched the color a little better. That was my fault though. I was too impatient and used up all the white so i couldn't lighten the color more. Also touched up my black leather car seats. Black is easy no mixing."
"20","XX","B0002Q6362","5.0","2","3","February 6, 2011","A28PODS45EQUR9","It did the trick!","The manufacturer makes it clear that this kit is NOT intended for use with suede. I bought it anyway, figuring what the heck, it's worth a try when the alternative was to throw away my torn suede jacket or pay a lot for a professional repair, and maybe I'll need it for something else down the road. Well, I just tried and am absolutely delighted with the results. It was really easy to use and no one is going to notice the repair."
"21","XX","B0002Q6362","2.0","0","1","February 5, 2011","A2A3O8SJE9CUJR","Does not repair leather","The past reviewer was correct, if you have a large rip, DO NOT USE THIS PRODUCT, unless you want everybody to know where the rip is as it show up even worse.Would not recommend this product at all."
"22","XX","B0002Q6362","1.0","2","3","January 18, 2011","A3TFSZWQZ0ZYLE","Is not what you want","I followed the directions to the T. In a few days the split started showing on top of the dried so called paint. PLEASE SAVE YOUR MONEY!"
"23","XX","B0002Q6362","3.0","5","6","January 12, 2011","A19CDVMNHSQF4S","Works, but only for tiny repairs - too messy","Just too messy for anything over 1'. Very binding, but very messy - not an even finish for anything over 1' in size. Also, not for smooth leather."
"24","XX","B0002Q6362","1.0","1","2","November 23, 2010","A1ANBXAZM9GH71","Disaster","This product was an absolute disaster.I had a huge hole in my leather couch, which this product describes how to put a subpatch and glue the pieces together- except that the glue was old and putty-like; it would not hold anything together!Secondly, although it claims to tell you how to combine the basic colors to get any color in the world, its a very basic description - like, tan is a combination of yellow, orange, white and brown. this resulted in a salmon colored liquid when i tried to make tan.Anyhow, in desperation to get my couch not to continue to rip, I took out a needle and thread and sewed it together. Also now have salmon colored streaks on that cushion, which is not pretty.I returned the product for a full refund."
"25","XX","B0002Q6362","5.0","0","10","November 23, 2010","A1NWB9DN2PNS25","For Tcat's car seat,havint used it yet but it really looks like the real deal","I havint used it yet but you can tell from looking at the kit that it's going to be the right choice. I know it wont be 100 % but its going to prolong and save a $1000 replacement corvette car seat for a few more years... Ive been shopping along time and am happy to have found this item."
"26","XX","B0002Q6362","2.0","1","2","November 21, 2010","A1GTIKVLT1U47U","Not for small holes","I bought this product to try to fix and conceal several small holes in my car's leather seating. It really did a pretty poor job. The holes are still pretty noticable. I was able to get a good color match. I also tried the product on some minor scratches on a leather chair. That application worked much better. Overall, the product is probably better suited for scratches than holes or rips. And make sure to go light on your colors, because you don't have much white to play around with to lighten your mixture up. You will also need many more alcohol wipes than are provided in the kit."
"27","XX","B0002Q6362","1.0","5","6","November 20, 2010","A3IBX0ZWOY36FZ","not worth it","Do not bother with this kit. You get one tiny piece of backing and one small piece of leather. I opened the glue and couldn't figure out why it wouldn't squeeze out. Finally pried off the top to find that the entire bottle had already dried up - and I had just opened it for the first time. Definitely not worth it."
"28","XX","B0002Q6362","5.0","1","2","November 18, 2010","A29789LHUHPT51","Saved a lot of money","I recently bought used leather couches. There was a cut in the leather, and this product helped make it disappear. The couch cost over $1450 new I got it for $170 plus this product. Looks great."
"29","XX","B0002Q6362","5.0","0","1","November 18, 2010","ASCIAYJNQTFVS","Fantastik","This product is fantastik, I bought it (with no much hopes) to repair my husband's reclinable arm chair.  He use the chair to sleep because he has health problems.  This leather chair was damage in various areas.  I am amazed how easy were the instructions and all the process.  The final result a reclinable arm chair like new.  I recommend it without reserve."
"30","XX","B0002Q6362","1.0","0","5","October 27, 2010","AYMQRGJNKMC0J","leather patch","Its junk. didnt work at all. had to throw it away. complete waste of money."
"31","XX","B0002Q6362","4.0","2","3","October 23, 2010","A3S9HR74ZGTIT","Adhesive works good on leather; hard to get right color combo","The glue works well on leather...it is bendable and seems to hold well.  Because I am not a professional, the color doesn't exactly match--it's very hard to get it to match completely.  As a result, it looks a bit unevenly colored and unevenly textured after I spent lots of time trying.  You can still tell there was a problem in the car seat but the cut is held together so the problem is fixed but it doesn't look great."
"32","XX","B0002Q6362","4.0","1","2","October 9, 2010","AOB9LK32CXZMG","Work Pretty Damn Well","I was a bit skeptical at first but I have to say this product delivered. I hadvintage style aged leather that had become a bit worn in some areas and had cracksthat began to open in others and was able to repair them with this product. The repairsare not invisible but they are satisfactory by far for the price of this kit."
"33","XX","B0002Q6362","1.0","0","5","August 26, 2010","A3JC8NA0QSKJ77","Should be called box o junk","Ok  I was allready to go with this stuff....  then I tried to use the adhesive,  it got jammed as I was squeezing it out,  so I popped off the little nozzle and applied through the larger hole in the jug,  then the whole jug of adhesive got hard.  There goes the adhesive... so I used some of my own adhesive...  right now I am letting the leather patch dry but i am not hopeful,  waste of $30.00  use that money for somebody to fix it for real"
"34","XX","B0002Q6362","5.0","2","3","July 11, 2010","A3TFYP7NSRY983","Worked as well as could be expected","I spent a lot of time looking for the perfect patch kit, then gave up and decided to start cheap (this one). It worked perfectly. Yes, you can tell there was once a hole if you look very carefully, but nobody is going to casually notice it. My couch is black so the color matching wasn't a problem. I imagine light colored leather, such as beige or brown would be quite difficult to match with this kit."
"35","XX","B0002Q6362","5.0","52","57","July 6, 2010","A389K835AL7DWF","Good DIY product with excellent instructions","I'm reviewing this product as what it is--a product for Do-it-Yourself, non-professional types. I wouldn't expect the repair to be completely unnoticeable. Using that standard, I've given this five stars.Positives:*The instructions are EXCELLENT, particularly the very detailed color mixing instructions.*Plenty of colors of compound are provided, ensuring that the correct color can be mixed. Also I will be able to use this kit again if necessary (though I'll need to provide my own patch next time.)*The materials are easy to work with if directions are followed.Now, this doesn't look perfect on my leather chair. We had a large rip (about 4 inches.) I can see where the rip is. But our chair is a burgundy textured leather. Neither the color nor the texture is uniform, so there would be no way to use a kit like this and have the repair compound blend perfectly with the leather. But it looks pretty good, certainly way better than a rip. It's not immediately noticeable if you're not looking for it.For the price (I paid about $25), this is a fantastic way to repair leather at home.I've uploaded some photos of the repair."
"36","XX","B0002Q6362","4.0","17","20","May 10, 2010","A32VUK5VY3V11D","Saved my Sofa!","The instructions were a bit confusing, but I still managed an invisible repair on quite a large tear!  I definitely saved me from having to buy a new sofa for awhile.  I'd recomend it, but do read all the instructions through to be sure you use the product correctly."
"37","XX","B0002Q6362","4.0","16","19","April 6, 2010","A4XEXZ730N495","Inexpensive leather repair","This product works well when you follow the instructions, but it takes some patience. I accidentally oversanded the area I was repairing, which could have made the leather look worse, but the leather conditioner included in the kit seems to have fixed it. I was repairing cat claw punctures in a dark reddish-brown leather chair, and I think this repair won't be noticeable, as the damage is lower on a chair leg. Take the time to mix the color to match the leather, do the repairs in daylight, and be careful to keep the mixture as close to the damaged areas as possible when applying, and it works pretty well!"
"38","XX","B0002Q6362","4.0","19","23","March 4, 2010","A2FM394B2C7HRK","Does the job it is designed for","My dogs finally put a 1 inch cut/hole in my $4000 leather couch.  I followed the instructions for the kit, mixed a near perfect match with the colors provided (deep wine/maroon color) and applied approximately 3 separate coats to the damaged area allowing for complete drying in between coatings.  I was very pleased with the result, the couch is sealed and cannot tear further and the patch is very discreet.  I would recommend this product and for those who seem to have problems with it my guess is that care was not taken with the instructions."
"39","XX","B0002Q6362","4.0","15","20","February 21, 2010","A2SVCTI5P39NS5","Better than expected and worth the money","I purchased this leather repair kit over others based on feedback from others and found that to be very helpful.  We had a 2' tear in our dark brown leather couch which looked bad and also concerned us that it would only get worse.  Initial estimates to repair it professionally were looking at $200-400 in our area so now I am looking at do I just replace the couch.  I went ahead with buying this product knowing that it could only get worse but was very happy with the end result.  The mending went very well and the color fill blended in nearly perfect.  The work is not prefect though.  We can tell where the tear was and my skills at mending and filling are meek but if you did not know that there was a tear there before, 95% would never know.  I also repaired my Mountaineer leather seat which had a 3' cut.  Again the mend went well but the color on the light grey was harder to match.  Again, way better than before and bottom line both cut's are secure and no longer at risk at getting worse.  I didn't give this a 5 star since I could not get the product to have a perfect result, but I would definitely support them."
"40","XX","B0002Q6362","4.0","0","0","March 3, 2014","A339944LNIZ0CC","It Did the Job","It did the job, but I had to come up with my own leather. The two-inch square of leather that comes with the kit was wildly short of what I needed. My dog is big with long (Borzoi) claws. She ripped the 'heck' out of our leather sofa, and it was jagged and loooong. Hidden under a blanket, I didn't find it in time, and when I did, my eyes bulged out of my head and I passed out. It was about 10 jagged inches and in multiple pieces.I got a large piece of leather from the local craft store and cut it to fit under each ripped section. Then carefully added a dot of glue every few inches and held it in place. The tears were severe enough that I couldn't get the edges to join, so I pulled them as close together as I could, and held it there while the glue dried. It dries quickly and was pretty secure in about 15 minutes. This left a gully between sections--not perfect, but I kept going. I was lucky in that the brown colored compound matched the sofa and I didn't need to mix colors. So they I took that little pot of brown and puttied up the whole dang thing--I filled in the gully, smoothed and let it all dry. It worked!!! I still tuck a heavy blanket over the sofa, but I keep checking to see if the repair is holding, and it is. It's been about a month, and if you didn't know the area had been ripped you might not even see the repair. I saved the rest for the next dog-claw booboo."
"41","XX","B0002Q6362","4.0","0","0","February 24, 2014","A3CN5HOZ3JXNWD","Wonderful Product!","This leather repair kit was a true miracle! You need to be precise when cutting the leather to fit your hole otherwise you will be sanding forever...other than that, I have no complaints and would definitely order it again if I need more!"
"42","XX","B0002Q6362","3.0","1","1","February 18, 2014","A3DZSXO5TD93S1","Wonderful product","Could not be happier with the results I got from your product!  No one would ever know that a repair took place.  It made my leather look new again."
"43","XX","B0002Q6362","4.0","0","0","February 15, 2014","A1KWELR92RNVOH","Leather repair kit","while i would have rated the product a five, i actually have to wait and see how long the repair will last. other than that, the product really worked...even better than advertised as long as you follow the instructions. will recommend product, thank you."
"44","XX","B0002Q6362","4.0","1","1","February 3, 2014","A3N2M08VRKV9SN","works just fine","Be sure to mix the color lighter than the color you desire. It darkened up quite a bit.  My repair was a four inch rip on a leather sofa.I followed the directions and watched others perform repairs online. The repair looks good 8 out of 10... my color matching was not so good.  I mixed it a little dark. The product performed perfectly.  Thank you"
"45","XX","B0002Q6362","3.0","0","0","January 26, 2014","A2UP4I0BLAJ9O1","Not enough product for basic color repairs","Doesn't give enough of basic leather colors like brown and black. I don't know who needs red, blue, yellow etc but most need that brown/black/grey/white."
"46","XX","B0002Q6362","3.0","0","0","January 10, 2014","A1Y1QOXCE9XOPD","Not a perfect repair solution.","It works, but does peal off and getting a good looking finish takes a lot of work and repetitive applications. The plus side is that the prep agent supplied removes the filler if you over apply and also aids in getting a smooth finish."
"47","XX","B0002Q6362","1.0","0","1","January 3, 2014","A2T2D5A2HNWPP9","Waste of money.","Looks horrible on any leather.  Not easy to use.  Does not do the trick.  Don't waste your money.  Not recommended"
"48","XX","B0002Q6362","3.0","0","0","December 18, 2013","A1KT9RHXI0RCMQ","just ok","didn,t give  hardly any white to make adjustment to lighten colour-for price could have given bigger patch material and enough white to fill the small container!"
"49","XX","B0002Q6362","5.0","1","1","December 14, 2013","AJQCEMF8DMJ34","Good for quick repairs","I bought this for my husband when he replaced the leather seats in his car, he poked a whole where he should not have. Even though the whole was not in a very obvious place, this kit helped to save the day.  The whole was patched and was not noticable afterward. Good buy."
"50","XX","B0002Q6362","4.0","0","1","December 9, 2013","A22VJ079FIAHFR","Looked beautiful when applied","Well- It looked absolutely beautiful when I applied it!  The color started out much lighter (which I expected) then dried to match perfectly.  Blended right in.  However, it doesn't seem to be holding up.  I don't know if it's my leather - which could be some kind of synthetic stuff - not sure.  I'll try again and use more coats.  Let's see if that works."
"51","XX","B0002Q6362","1.0","1","1","December 8, 2013","A2IFGLG1H2VQFK","Wasted $20 on this product..","Did not work on our car seat. The ripped leather about 2-3 inches would tear out again after a few days."
"52","XX","B0002Q6362","2.0","0","0","December 1, 2013","A2RNEKSDDVVID2","Not that great for big jobs, or items that get used a lot.","It worked good for about a month then the patch  dried/broke and the hole is back. I don't recommend buying this to use on something that gets a lot of wear and tear like a sofa or a chair like I did."
"53","XX","B0002Q6362","2.0","0","0","December 1, 2013","A1SIGYJ5VS5J7P","Too hard to get the color right","Product is too hard to use and kept rubbing off.  Color matching was impossible for me and the product did not dry well."
"54","XX","B0002Q6362","5.0","1","1","October 30, 2013","AW8AVJUAAKGL","leather repair kit","I have not had the time to use it yet.Hope it works very well on my truck seat. Thank you."
"55","XX","B0002Q6362","3.0","0","0","October 14, 2013","A25TY8ZLRUZHJW","Instructions not too clear","Got decent results - looks like a patch job, but at least it's serviceable.  The mixing instructions were very confusing."
"56","XX","B0002Q6362","4.0","2","2","September 11, 2013","A3E1SXX2Q7HU3Y","Works pretty well!","It is a tad complicated to mix the stuff to the right consistency & color but once you do that, it works great."
"57","XX","B0002Q6362","4.0","0","0","September 3, 2013","ATY4YKFK1TRUI","Leather Repair Kit by Leather Magic","Certainly would do the job.  Difficulty in mixing paints to match the color is the greatest challenge, but not the fault of the manufacturer.  This kit contains what one would need to make any minor leather repairs."
"58","XX","B0002Q6362","3.0","0","0","September 3, 2013","A1V0JRW1XPL9M0","Leather Repair is ok","I would rate this as ok. It was not easy to match the colors and get it looking right. That could be me or it could be the product. It is hard to say which one it is but I am leaning towards the product though. It did repair the rip, which is a good thing. I just wish that I could have figured out how to color match better."
"59","XX","B0002Q6362","1.0","0","0","August 5, 2013","A1MNQN1W5U06F","Don't buy","The kit includes base colors that are to be mixed to get a color matching the leather. Good luck with that. This is nearly impossible. Add a little of this, then add a little of that.... it is never right."
"60","XX","B0002Q6362","1.0","0","0","July 29, 2013","A1887CG2ZCU31F","Disappointed","I was very disappointed. Had cut in arm of leather sofa. Did not work.I would not recommend the product to anyone."
"61","XX","B0002Q6362","3.0","0","0","July 10, 2013","A1KSZ91QOPEAEG","Neat product","Needed to repair the golf cart seat. Works good but I was unable to match the color. Not a lot of product is included so it is hard to mix the correct color."
"62","XX","B0002Q6362","1.0","1","1","July 6, 2013","AP7D4BJWOO808","Not Worth the Money and Effort","I could never get a decent color match and the repaired spot sticks out like a sore thumb. I' sorry I bought this."
"63","XX","B0002Q6362","1.0","0","1","June 20, 2013","ANMGIQCQ2WKYT","Don't bother, dye wasn't even close in color","I bought the Carpet/Upholstery kit. I cut a piece of fabric and sent it in.For them to match. The color in the kit is way off. Mine is like burgundy-brownthey sent like burgundy-grey.I emailed and got no response.I called and asked for a refund. They said I could send it back to re-tint.I said I'd have to pay to ship it and since they couldn't get it right the first time,I'd rather just get my money back. I was told I have to pay to ship it back anyway.So I said then I'll ship it back for a re-tint, I suppose they'll want another material sample?She said just send it back and we'll refund because it doesn't sound like we'll be able to please you.I said, oh, I send a sample, you guys don't match it and I'm the problem?????So I disputed the charge with my credit card company.My suggestion it to find someone else."
"64","XX","B0002Q6362","4.0","0","0","June 17, 2013","A3SFGXHMBP6J9Z","It did the trick","We used the product on an old leather couch and it worked quite well.  The hardest part was mixing the color and decided that making it lighter was the best thing to do as it dried darker."
"65","XX","B0002Q6362","5.0","1","1","June 13, 2013","APMJDZO9R6ML5","Was a little scared at first to try it...","Not sure I was going to be able to match the color etc. It was actually a snap and kind of fun even.I did it over two days. Put the patch in place and let it dry and then came back the next day and blended it in with the color.You would have to know it was there to even realize it was patched. Nearly impossible to tell. Thumbs up!"
"66","XX","B0002Q6362","1.0","0","0","May 17, 2013","A1PM8RVYALV914","Not what I thought","The description was a bit misleading to me. I tried using it but had no way of making it happen.  I ended up disposing of it."
"67","XX","B0002Q6362","4.0","0","0","May 17, 2013","A2OQLUCCXAOZUG","great product","Works exactly as described. No complaints, except that there wasn't as much paint/putty as I'd have liked. But still did what it described well. Only as good as you apply it. Do a good job and it looks great. Get sloppy and it'll show."
"68","XX","B0002Q6362","3.0","0","0","May 12, 2013","A34FD3CJR0AW5S","works like you think a cheap repair kit does...","it is not as great as the reviews, it does cover the tears, but it does not make them disappear. don't know if it will take the abuse of everyday use yet...The picture is not what you get...."
"69","XX","B0002Q6362","4.0","6","6","April 20, 2013","AR794BZ0DC5YF","Works well","Seam was ripped on good quality office chairs I bought cheaply from sale at work. Since it's a seam repair, I did not expect it to hold up, but it's seen daily use, including from a 7-year-old &#34;monkey&#34; boy who has to climb all over it while &#34;sitting&#34;,  for a couple months now and stil looks holding up. Not the prettiest repair, but since it's black, no one will be looking that closely."
"70","XX","B0002Q6362","5.0","1","1","January 17, 2012","A21TLUHONZQQ92","It was easy!","I got my couch fixed and it looks great! It was so easy to match the colors and repair it myself. Great product. Quick service. Thanks!"
"71","XX","B0002Q6362","5.0","1","1","January 16, 2012","ADUEJ5PAX872B","Great repair","I had my leather surface peel off to a expensive camel leather couch I have and this worked great. You have to add the darker little by little and test the color on the area before putting it on to see if the color had to be adjusted. But worked great. Can't even tell it peeled. Just remember, the color dries darker when dried. Highly recommend"
"72","XX","B0002Q6362","5.0","0","0","January 9, 2012","A101XAAZT2S5DO","Awesome product - would buy again","we have a 6 year old leather couch that had worn on one cushion and a 3'x3' hole had formed.  It really needs to be reupholstered, but I don't have the funds for that right now.  I bought this kit instead for a fix.I was super worried about using it because I'm not a DIY person and had never done a repair like this, but the instructions were so simple and the patch looks good.  I'm not going to lie and say it isn't noticeable, but compared to the hole that was there before - this is a dream!"
"73","XX","B0002Q6362","4.0","4","5","December 26, 2011","A2ORV0R0L7PBNA","Great for Small Jobs","This review applies only to surface fixes, as I have not tried the kit on tears and the like.The kit works.The instructions are detailed.The end result ranges from passable to perfect, depending on your skill and patience. If you follow the instructions, work in layers, and take a bit of care you'll be very happy with the outcome.The included color mixing palette is not very helpful, looks like it was printed on a color laser printer and the colors don't match reality. Even so, by first mixing brown (1/3 black, 1/3 red, 1/3 yellow) and then darkening the mix with black again, I got a near perfect match for my dark brown couch from the 1st attempt.As the title says this kit is great from small jobs (1-3 sq. inches), if your project is, lets say, brown you'll have enough for about 10 sq inches.Unless you need to fix multiple items of varying colors this is not a very cost effective solution, since you'll end up with lots of unused paint in colors you won't need.Tip: get a bottle of leather conditioner while you're at it. You will be sanding (kit includes small, but adequate sliver) and you will need some leather conditioner once you're done to restore luster to the leather."
"74","XX","B0002Q6362","5.0","0","0","November 30, 2011","A3CUYB7L17O8IR","Great Product!","Arrived in a timely manner, matched our Lariat Leather Seat, just test in area not visable. Just follow the instructions and you won't go wrong.  Sincerely, Eddie G."
"75","XX","B0002Q6362","5.0","0","0","November 17, 2011","A1FMVCJ25L0BE4","Leather Repair Kit by Leather Magic","The rip is hardly noticeable....should get another 10 years of use! The rip is completely closed and color matches perfectly! Thank you!!!!!!"
"76","XX","B0002Q6362","5.0","5","7","November 3, 2011","AM7O599IUAEXB","AMAZING","I was really worried about finding a product that would really work, was affordable, and was easy enough for me to get right.  After a lot of research, I ordered this one and I couldn't be more pleased (and relieved!!)My large dog tore an expensive leather bench with his hind claw--about a 3 inch tear with fraying.  It was pretty bad...  At first glance it looks complicated to figure out the paint mixing and all of the steps.  But after beginning the process, I realized it was super simple!  You just have to be sure to follow each step to the letter, take your time, and be patient.You begin by placing a little cloth in to the tear and gluing it together.  The mix the paint--which is really a compound that dries quickly into a leather-type filler material.  The kit includes an empty dish to mix your colors in, and keep the compound moist between coats or if you have to walk away from the project for awhile.I wound up doing about 8 coats, so the first few were perfect for simply filling in the huge tear and finding out the right color mix. I used a hair dryer in between coats so the whole project went quickly.My only advice would be this--don't sand a huge area--just sand the immediate area because whatever you sand, you will have to cover with compound.My bench looks perfect!  You can tell that it was repaired, but there is no more tear and if you were not looking for the patched area, you wouldn't see it right away.  I LOOOOOOOVE this product!!!!  Don't be afraid to try it-it seriously can save a piece of furniture!!!"
"77","XX","B0002Q6362","1.0","0","1","October 26, 2011","A2ZGQOILBI5RRJ","Leather Magic!!>>>> NOT","Out of the package, you'll get a manual on repairing a leather seat and the color mixing guide. They are very brief and didnt have any clue how to properly put in the last step; which is the gloss. Then there's the different colors that was on a tub that looked like no more than 1 and one half of table spoon each.  Well, I mixed the color as instructed at the color guide and fine tuned the color on to my practice leather; I did the first 2 steps of on the instructions and when I spread the compound on the leather, it's too glossy and shiny, also if the colors are not 100% matched (which most likely you couldn't)it will look like a shiny middle with streaks on the outline as you fill in the fine wrinkles of the leather and shave the protruding parts. There's no way you to copy the texture of the leather around the repaired area unless the you plan to cover the whole pannel, which is again not possible since you only have a little more than a table spoon of paint!Negatives: -expensive -hard to use -limited instructions on the kit -repair will obviously look amateur-ish -Not so leather magicPositives: -It's one thing you could put on your 'NEVER buy list.'Do yourself a favor and never bother with this product; saves you the headache."
