id,nix,product,rating,helpPos,helpAll,date,userId,infoTitle,infoText
"18","XX","B0009PUR90","4.0","0","1","August 19, 2013","A1CRZSA11VCWWL","Good fan, Good price, Recommend it!","Bought this fan for a 3 day camping rock festival, very hot out.  Lasted for the three days on one set of batteries, put out a good breeze for us.  However, I only gave it 4 stars because when I was holding it close to my face during very high humidity, my hair got caught up in the blades and became quite knotted, had to cut my hair out of the blades.  Would recommend to the company to put a cover over the blades.  lol"
"19","XX","B0009PUR90","5.0","0","0","August 18, 2013","A3FIQ589H0UXYR","Good little fan, the noise helps me sleep.","Simple, packable fan that was good for the airflow and the white noise makes it good for sleeping so you don't listen to every noise around you."
"20","XX","B0009PUR90","5.0","0","0","August 12, 2013","AO5O2CKVHX355","Great For Camping","This little fan packs a lot of power.  It will be great for those hot night camping here in AZ.  The only downfall is that it takes D batteries and it burns through them pretty fast to keep it working at it's peak performance."
"21","XX","B0009PUR90","5.0","0","0","August 8, 2013","ANGZ7THHU8LSN","Must Be Smarter Than The Fan, Folks!","I can't possibly understand all the negative reviews on this great product. This is the best battery powered camp fan made. I bought mine at 'The Warehouse' in June of 2011. It has been a great little addition to my car camping setup and has kept me cool in my tent and camper on many a muggy Carolina night since then. Still gets more than 3 nights on a set of Dura-cells and it really moves some serious air for it's size.Coleman doesn't put out junk, and this thing is so simple that it cant help but work...maybe folks having trouble with it should find another hobby, or at least be smart enough to test gear before they take it in the field.Buy and use with confidence, and if you get a lemon, use the warranty. After all, it is Coleman we're talkin' about here."
"22","XX","B0009PUR90","5.0","0","0","August 6, 2013","A286N32K7519YF","Exactly as described","This was a great purchase. I turned it on all night  while camping in a 2 man tent for 3 nights in a row and it worked great every night. I bought it mostly for the white noise factor, which was great, but the little fan was pretty powerful as well. I would definitely recommend this fan."
"23","XX","B0009PUR90","1.0","0","0","August 6, 2013","A36801AGMAXYPL","Just stop working","Purchased 2 fans for camping at a non electric site to cool off when sleeping in the tent at night.  In the middle of the first night of use one fan stopped working.  In the middle of the second night of use there went the second one."
"24","XX","B0009PUR90","2.0","0","0","August 2, 2013","A3PIEQQCPIGC56","Battery Problem","The batteries run down way too fast!  I have tried different kinds of batteries. The fan doesn't put out very much air."
"25","XX","B0009PUR90","5.0","0","0","July 30, 2013","A24JEZQ91N7QYM","WORKS GREAT","VERY SURPRISED WITH AMOUNT OF AIR CIRCULATION AND HOW QUIET THE FAN IS. GREAT RELIEF IN THE TENT ON HOT NIGHTS."
"26","XX","B0009PUR90","5.0","0","0","July 24, 2013","A35D5LCBD313U3","Great!","This fan is great so far. Fast shipping, and came fresh in the box. It's not used like everyone else is saying in their rating. Fan isn't very loud at all and is easy to store. Doing a test on it right now with the best batteries to see if it really runs for 21 hours. So far so good. I have nothing bad to say as of yet!"
"27","XX","B0009PUR90","4.0","0","0","July 23, 2013","A3DOZ6IC2EZC7D","3 full nights of use","I used the fan for a camping trip that lasted three nights.  The fan ran 7 hours each night and I never changed the batteries.  It was sufficient for 2 people in an 8 person tent as long as I set the fan up to at least bed height. Totally satisfied!"
"28","XX","B0009PUR90","5.0","0","0","July 17, 2013","A3M76YC15OPOUA","great fan","It's small and even folds smaller. The fan works great and the blades are some foam like material so it is safe for children."
"29","XX","B0009PUR90","1.0","0","0","July 16, 2013","A2417FOQ8OZC41","Broke the second I turned it on.","I wish I could give zero stars.  I was looking forward to using this product to help cool my tent during the hotter summer months.  The first time I switched it on the fan part popped out.  I thought maybe it was a little loose so I set it in more securely and tried again.  Fan part popped out again.  Didn't get to use it even once.  A complete waste of money!"
"30","XX","B0009PUR90","1.0","0","0","June 9, 2013","A1JRKFA5MHEEBJ","Very Short Lifespan","Coleman seems to be another company with a great reputation that is ruining its former name by introducing shoddy goods. The fan was good for about ten hours' running time. (Yep, I tested the batteries.)  It's led a sheltered life, in normal conditions.Folks don't want to buy warranty packages; we want equipment that works."
"31","XX","B0009PUR90","1.0","1","1","June 3, 2013","AKD0P8CHJDL1Q","Horrible fan","I am very disappointed with Coleman lately.  The original fan I purchased was broke and received a replacement from Amazon, which was also broke.  The quality of materials is very cheap, so don't bother with this fan.  Look for others."
"32","XX","B0009PUR90","1.0","0","0","June 3, 2013","A3ILLDKCDJM99W","Please save your money.","I owned this and it failed in the first night of running 4 friggin D batteries.  Here's the deal; Cumbersome, waste of battery power, and cheaply made.PLEASE, do yourself a favor and go to another brand for fans.  Even the other fan I bought that was supposed to attached, via magnet, sucks.I will be investing in better made fans, in the future."
"33","XX","B0009PUR90","1.0","1","1","June 2, 2013","A2MQZ4OED80Y3N","Poor Quality","Stopped working after 1 hour of use out of the box.Disappointed in Coleman for putting their name on this poor product."
"34","XX","B0009PUR90","4.0","0","0","May 30, 2013","AC0BBTSZ39J21","Coleman fan was just what we were looking for","Used it camping in warm but not hot weather and it definitely helped keep one person comfortable.  If it get hots, though, each person in the tent would need their own fan.  The fan is extremely light, compact and only uses four batteries.  We are very happy we purchased this fan"
"35","XX","B0009PUR90","5.0","0","0","May 27, 2013","A3CDQHN44V46IR","Cools down my hot flashes","This fan puts out more air than I expected. Very happy with product thus far.  Not sure how long battery life will last because I have only used it one day.  Nonetheless I expect we'll share some cool times together lol"
"36","XX","B0009PUR90","5.0","1","2","May 23, 2013","A2TKDDQHMBP8L4","Just what I needed","This is the quietest fan I've ever owned. I was a little worried about the battery life but I'm getting every hour promised from the batteries, part of the reason probably is because I only have to run it on the low speed to get a good airflow. I'd recommend this fan to anyone looking for one."
"37","XX","B0009PUR90","1.0","3","3","May 21, 2013","A1MPUO5K0ZFKHW","She's Dead!","I read the negative reviews and decided to take a chance.  Here's $17 down the drain.  The fan lasted for three hours on my desk and then died.  Unfortunately I kept it for too long before testing it out and can not return.  So if you do take the gamble (which I would not advise) be sure to test it out as soon as you receive it."
"38","XX","B0009PUR90","2.0","1","1","May 17, 2013","AAZX90TKCJ2CW","way too loud","the fan rattles like crazy and makes a very loud noise due to the rattle. Puts off a decent amount of breeze but not enough to deal with the noise"
"39","XX","B0009PUR90","5.0","0","0","May 11, 2013","A1ZQ55ONUSMMLZ","Very nice","This fan works pretty well.  The best part is that the blades are soft & the power is low, so you can use with an infant or toddler.  They can put their fingers in the moving blades and they won't get hurt.  We bought it for our one year old son."
"40","XX","B0009PUR90","5.0","0","0","April 19, 2013","A2B7A8FJBT0HDX","Excellent little fan","I bought this fan to take on our trip to visit family in India, where the electricity likes to go off five times a day for hours at a time but especially in the sweltering hot nights when the mosquitos think you are a tasty morsel to be devoured. It came in extremely handy, in fact, my only regret was not having purchased on for each of my children plus myself to have one, since it is a perfect size for only one person to revel in, not more than that. This was two years ago, and I had put the fan away and just took it out again, and it still is working as it did while new.We are planning to perhaps make a trip to india again next summer, whereupon I will certainly buy at least three more of these babies, one for each child to have. The only drawback for me is that the batteries make it super heavy, at least in terms of carting across the world in the limited amount of pounds you are allowed to bring in your suitcases. However, this is a small price to pay for the convenience this product provides."
"41","XX","B0009PUR90","2.0","1","1","March 14, 2013","A4BDJKDQGCGUP","Look Elsewhere","These are junk.I hate to say it, because I think the design is such a good idea. But the manufacturing is terrible. Thinking my first one was just defective I exchanged it for a new one, but the second was just like the first: the motor is so loose in its housing and the blades are so out of balance that the fan rattles severely when it's switched on--so much so as to be totally unusable. I'd pay more money for a fan with the same design if it weren't built so cheaply."
"42","XX","B0009PUR90","5.0","0","0","February 26, 2013","A3LSZD8ATXS3TH","Nice for Summer Camp Lasting whole week in heat","Ordered these due to the Great Value, compatibility and can keep some for spare, and use in  multiple items that they are needed for."
"43","XX","B0009PUR90","2.0","0","0","February 3, 2013","A1YQI1A3AOFVD","Great concept, bad quality","Broke after two nights camping, it worked well for the first two nights, then just died.  New batteries did not help."
"44","XX","B0009PUR90","1.0","0","0","January 30, 2013","A2E5P0U1NI7GQU","Broke","Stopped working pretty quickly after we got it, so not terribly pleased with this item. When it worked it was fine for use with kids around, flexible blades."
"45","XX","B0009PUR90","4.0","0","1","January 28, 2013","A1FO3589XXIK0X","Good tent fan","With 2500 mAhr rechargeable NiMH batteries, it will run all nite on high.  With 5000 mAhr batteries, I can pump up my Coleman Quickbed and still have plenty of charge left to run the fan all night and deflate the mattress in the morning.  It is a little bit flimsy, so I have to be careful with it.  I ride a motorcycle pulling a full trailer so I have to pack it very carefully."
"46","XX","B0009PUR90","2.0","0","0","January 27, 2013","A6IM1V8URR700","Doesn't really work that great","Fan didn't have very much blowing power and one of the fans we bought made a weird noise and moved around a bit as well. Wouldn't buy again."
"47","XX","B0009PUR90","1.0","1","1","January 21, 2013","ABJR87N0H9DB7","cheap motor","The motor burned out in one day. It takes a ton of batteries and it doesn't make much wind. 20 bones down the drain."
"48","XX","B0009PUR90","1.0","1","1","January 15, 2013","A2OYFF415WUMSP","Don't waste your money","Don't waste your money.  This product is Cheap & loud.  The fan is not balanced.  Save your money and make a fan out of paper!"
"49","XX","B0009PUR90","1.0","1","1","January 15, 2013","AP80OQUOCR6ST","Don't waste your money!  You can't feel any breeze.","I bought this to have in the tent on &#34;warmer&#34; nights when camping.  You can't feel any air flow unless you are an inch away from the fan!  Considering the cost of batteries and the lack of air flow from this fan I can't recommend this product."
"50","XX","B0009PUR90","5.0","0","2","January 9, 2013","A1Q5QMSJT5EQJB","Life Saver","&#34;Why go camping in the mountains&#34; they ask as we head out to their favorite desert camp site! Now I sit here the soft cool breeze of my fan and my ice cold waters, I froze ahead of time, cooling me off under the hot desert sun. My friends look on as the sweat rolls down their faces, and I feel the large smile grow across my face."
"51","XX","B0009PUR90","1.0","2","2","December 25, 2012","A16PHU99MHJFTC","Used to be a great product","I bought one of these from Amazon 2 years ago and it was great.....quiet and long lasting on batteries!!!  I have tried to get a second one from 3 different retail outlets (including Amazon) recently to have for power failures and camping (batteries last an entire 3 day weekend).  The fan motor is now mounted very loosely in the housing which causes the fan to wobble which makes it extremely noisey.  It seems the manufacturing process must have changed and what was a great product is no longer worth buying.  All 3 fans had the same issue unlike my original which is very quiet.  I have heard that Coleman is no longer the manufacture."
"52","XX","B0009PUR90","2.0","0","0","December 25, 2012","A10INIXY1VTEPK","Quality control is a problem.","I purchased two of these fans.  Out of the box, both made a lot of noise that I was able to remedy by dismantling them and re-gluing everything correctly. I made them run silently, but I shouldn't have to do that myself."
"53","XX","B0009PUR90","2.0","0","0","December 19, 2012","A2SATJUL36PAQM","Very noisy","I returned this fan as it was extremely noisy and not as expected.  probably made in China . .  ."
"54","XX","B0009PUR90","5.0","0","0","December 9, 2012","AXKQROCCLDN21","Muy Bueno","me llego bien buena presentacion no me dio ningun problema para utilizarloExcelnte  altamente re co men da do ok"
"55","XX","B0009PUR90","5.0","0","0","December 5, 2012","A3E80XS3ZE0SHA","Whisper quiet fan","Bought rechargeable batteries for this fan. So I can use it countless times to transfer sunroom heat to other parts of my house!  Works great and keeps my heating bills down on sunny days!"
"56","XX","B0009PUR90","1.0","0","0","November 26, 2012","A2T433IA27NAVD","Noisy.","This fan was a big disappointment. It moves air alright but is so obnoxiously noisy that we never used it. I'm not exactly sure what I'm going to do with it now. It got a little dusty on our trip so I don't think that I can return it. Bummed about the waste of money!"
"57","XX","B0009PUR90","3.0","0","0","September 29, 2012","A2SWFEOXZNMRWO","Not enough air for Florida","I got this fan because it was at a reasonable price and many people claimed even in the summer time this fan worked wonders and was sturdy.I only bought one, so that might be the reason, but I don't even notice it's there besides the noise it makes. If I place my face directly in front of it I can feel a nice, small breeze, but other than that it doesn't exactly produce air. Of course, I live in Florida where the only temperature we know is hot, so maybe it works better in a cooler state, I won't knock it till I try it."
"58","XX","B0009PUR90","5.0","0","0","September 15, 2012","A1JYVQ4D3IFNV","Terrific fan for the price!!!","This fan worked like a charm!  I bought it because I was planning a camping trip in NC over Labor Day weekend and between the heat and the humidity level of 80% and up I knew I was going to be uncomfortable.  I don't mind the heat during the day, but hate to be hot when I sleep.  This fan made ALL the difference!  It creates a good amount of air flow, and the blades are made of a soft foam so if you accidently touch the exposed blades you don't get hurt!  It's a great tent fan and totally affordable too!!!"
"59","XX","B0009PUR90","5.0","0","0","September 2, 2012","A203UQFB37V6","A must have for hurricane season!","Hurricane Issac came through New Orleans and left us without power for 3 days in 90+ heat.  I purchased 2 of these fans a year or so ago and pulled them out after our power went out.  They kept us decently cool until the power came back."
"60","XX","B0009PUR90","4.0","0","0","August 27, 2012","A3MBLW4BNZ56H","No need to overheat while summer camping","My spouse used this while camping in 100 degree heat wave. Since the blades are foam, your little ones fingers or toes won't be in danger if they get to close. It is quiet and collapses on itself when you want it out of the way. The speed setting isn't too fast but I think it would be noisier if it was faster. Glad I bought it since my kids won't sleep if they are too warm."
"61","XX","B0009PUR90","4.0","0","0","August 27, 2012","AQ7IWYJ3A9HUQ","Nice Surprise!","I was pleasantly surprised when this arrived - much stronger than I would have expected from a battery-operated fan!  It made a remarkable difference when used on our 95-degree-day camping event."
"62","XX","B0009PUR90","5.0","1","1","August 22, 2012","A6GYEDCEU2LKG","Worked Great!","I read the reviews... and took the gamble.Paid off....The fan works perfectly and has lasted for about 10 hours so far, on the crapiest dollar store batteries money can buy."
"63","XX","B0009PUR90","2.0","1","1","August 16, 2012","A2K03NEF1E3BOB","Noisy","This fan moves air, barely.  It makes 'white noise ;)' which is ok IF you want noise when you sleep!"
"64","XX","B0009PUR90","1.0","2","2","August 13, 2012","A2I9MGJ9JNYB3S","Worthless","I used this for a 3 day - 2 night camping trip. It worked for the first two days, I would turn it off when I wasn't in the tent, and first night. On the second night it stopped running, I replaced the batteries and it still didn't work. I fussed with it for about an hour, trying to spin the blades to encourage it. It would spin a couple times and then stop again. I finally gave up and dealt with the uncomfortable heat the best I could. When I got home I just tossed it in the trash. It wasn't even worth bothering sending back."
"65","XX","B0009PUR90","3.0","1","1","August 9, 2012","AH9RZI3GCRFLC","Tent Fan","You should measure the given dimensions so you have a clear perception of how big this fan is. (Its small.) And also the blades are made of a sort of bendable soft material, not metal. The fan itself is made of plastic. Not Metal. So this is a cheaply built fan that could easily break during packing or in a moment of curious exploration by the kids, have the blades detached and render the unit useless. But as far as air output, if you take care of the fan, it will do fine for those occasional power outages or hot nights in the tent."
"66","XX","B0009PUR90","5.0","0","0","August 8, 2012","A28ZYUZ75FMJRL","Terrific little fan","This fan packed a powerful punch in 110-degree weather. The first thing we did was use it to cool off the dog. While we set up the camping gear, we plunked it in front of him and let him get more comfortable. The fan was great for that purpose. Then we used it inside our Coleman 4-person instant tent at night. It really kept the air stirring. This fan was worth its weight in gold. Took up very little space and immediately went to work."
"67","XX","B0009PUR90","1.0","1","1","August 7, 2012","A3EZ5FFH9BL6TU","Bought 3 - All 3 Terrible","I bought three of these to go camping with, and here's how they fared:(1) Wouldn't even turnover. Nothing. Not even with help.(2) Would struggle to turnover. With help it would spin for about 10 seconds then die.(3) Worked but rattled a lot. It would blow wind and we used it, but it was extremely annoying and prevented sleep so we had to turn it off.The 3rd one would blow air quite well and it was a very nice breeze. These products have potential, but simply don't work as they should.Yes, the batteries were new and we tried changing around the batteries."
"68","XX","B0009PUR90","4.0","0","0","July 31, 2012","A2YKFWHP9OB7JH","Pleasantly surprised","I got three of these fans for a 4 day camping trip where our tent would be in NO shade what so ever.  They worked surprisingly well!  I had it set up by my face and was able to sleep w/o being miserable.  We were even able to nap during the day when the weather was 90+ degrees w/ the tent windows open and the fans on.  We had them running for about 6 hours a night and didn't have to change the batteries all weekend w/ the fans running on high.  I did have one fan that stopped running, but I am not sure if it was the batteries or if it just quit.  I haven't had the patients to replace the batteries in it to check so I guess it will be a surprise when we go camping next.  Bottom line- these fans are awesome!!!!"
"69","XX","B0009PUR90","1.0","1","1","July 21, 2012","A1SQCCV2LVPDYP","Broken from the start","Unfortunately we waited to use the fan at the camp site. We placed brand new batteries in the fan and nothing happened. It was broken when it arrived and we really took a chance since we had read a review where this happened to someone else. We were disappointed and I have to send it back."
"70","XX","B0009PUR90","1.0","1","1","July 15, 2012","A2KNBPXL5GKG3H","Garbage.","I purchased this fan last year from amazon for a summer camping trip. It functioned for fewer than five total hours before failing completely on the first day of use. Even a full change of batteries couldn't get it to work again. Buying this item is essentially taking a gamble on Coleman's quality control, which according to many other reviews, is highly inconsistent (for this item at least). I would not recommend this product at all."
"71","XX","B0009PUR90","2.0","0","0","July 7, 2012","AOKNFMPOQF9S","Not the quality I expected from Coleman","We bought two of these fans after a particularly hot camping trip.  They are compact, and light (until you put in 4 D batteries).  We used them twice, and one of them just quit.  I grew up using high quality Coleman gear, and these simply don't live up to the Coleman reputation."
"72","XX","B0009PUR90","4.0","0","0","June 26, 2012","A17HN3EG15C0R9","Perfect lightweight individual fan","I had read slightly negative reviews from other sources that this fan didn't do much at all.  For me, it fit what I wanted exactly.  1-2 person tent, move air, done.  It's not a 'powerful yet small fan for the home' so don't expect that. It does move air, dry out a tent, create a hum for sleeping, cool you off, blow bugs away from the entrance, fold flat, and have foam blades which I think is a good safety feature.  I recommend it."
"73","XX","B0009PUR90","4.0","0","0","June 25, 2012","A2PXH00ZC0CM52","Handy Fan","This is a great little fan for the outing. It work very well in place you wouldn't think it would work. So if need a small fan that work great outside or in this fan would be a good for your needs."
"74","XX","B0009PUR90","1.0","2","2","June 22, 2012","A3852ZVRFBM4OE","Worked for less than ten hours","This fan is a waste of money.  When we set it up, it worked perfectly.  When we got it to the campsite, it worked perfectly.  Did a fairly good job of circulating air through our tent.  Then, it died.  Thought it was the batteries so we replaced all of them.  It just stopped working.  It worked for less than ten hours total."
"75","XX","B0009PUR90","1.0","2","2","June 16, 2012","A3DL1UYESS0AEW","TERRIBLE FAN","purchased first fan and it quit working.  Returned fan and decided to try it again.  Same result.  Will never buy this again."
"76","XX","B0009PUR90","1.0","3","4","June 4, 2012","A91H3JTIG5T17","To noisy to sleep","Too noisy to sleep. Shaft holding fan blade in motor was very loose causing a loud rattle. Will contact Coleman for a resolution. Size and portability was good,air volume was good and price was decent."
"77","XX","B0009PUR90","5.0","0","0","June 1, 2012","A1QK2O0UYDRKK1","Packs a punch.","Nice little fan.  Powerful for it's size.  Use it at work to cool down and circulate air on those hot days.  It cools you down and does not blow paperwork all over the place  Others will fight you for it."
"78","XX","B0009PUR90","1.0","3","4","May 24, 2012","A244PHMHNGA6WG","Super Loud","Bought this and put batteries in and turned it on and it was so loud.  The fan is off balance and vibrates the entire unit.  Needed it for a camping trip this weekend, ended up droping it off at the post office thismorning.  It was so loud in my house I can't imagine in a quiet tent.  Stay away from this one."
"79","XX","B0009PUR90","1.0","1","1","May 23, 2012","A1WA2SJFBXTJ24","bad product, don't buy it.","doesn't work.  the blow function is very poor.It is very expensive against the experience that you expected.heavy with batteries, expensive product. I bought several years agoother Coleman fan at same price and works very well."
"80","XX","B0009PUR90","5.0","0","0","February 24, 2012","AXU8RH1DEV21H","Nice, Simple Fan","Again, a nice, light weight, simple and easy to take and operate fan.Have as an emergency for power outages which are common out here in PS.4 D Batteries give it a very decent battery life."
"81","XX","B0009PUR90","2.0","0","0","January 6, 2012","A1DSOVYAG029WX","too weak","very portable but I can't really feel any air coming out of it unless I hold it right to my face and even than it is weak, it is not practical."
"82","XX","B0009PUR90","1.0","3","4","December 24, 2011","A2YEX4L89PZYSC","Fan didn't last, hardly used it.","I bought this fan about a month ago.  I used it about 5 times for about 30-45 minutes each time.  Then today, the fan would operate very slowly.  Thought batteries were dead, but like other bad reviews about this fan, seems there is an electrical problem because changing batteries did not help. But, I will say that I left the fan in my car and that could have affected it, but looking at other reviews, it just seems that this fan is poorly build.  Do not recommend.  Do not buy."
"83","XX","B0009PUR90","3.0","1","1","November 15, 2011","A1ETVKDKFT2SB8","It's alright, but batteries didn't last too long for us...","I purchased two of these fans for a camping trip.  I figured might as well pick them up since they got such great reviews about how long the batteries last.  Considering they take D size batteries, it's not cheap to replace them when they do go out.  We turned them on as we fell asleep and they might have lasted around 4 or 5 hours before they were completely dead.  I actually expected that, but was just going off the reviews that people said it would run all night.  Oh well, next time I'll follow my gut instinct.Besides that, they are great little fans.  The blades are soft, so no worries about children getting hurt and they are made pretty well.  I would recommend that if you do pick one up, invetst in some rechargable D size batteries for it.Happy camping!"
"84","XX","B0009PUR90","4.0","0","0","October 26, 2011","A2GTX520JQ2QNG","good fan","Its a little smaller than i imagined, but now that im looking a the picture again, its accurate. Its a good little fan. A bit bigger than the ones that clamp onto something (like the kind the school bus drivers here in Texas always had blowing down on them- lol).It has foam blades, takes 4 d batteries. Doesn't fall over. Im happy with it*Not just for camping! great for work or at home."
"85","XX","B0009PUR90","1.0","2","2","October 8, 2011","A158THYBJW7LA4","Very Disappointing for a Coleman product","I ordered 3 of these fans to use during our participation in the Susan G. Komen 60 mile 3 day walk.  We would be tent camping the beginning of August in Chicago and I knew the tents would be hot. I searched quite a bit for small battery operated fans and thought I had found a winner.  We had to pack light so needless to say, the boxes got tossed.  One fan did not even work the first night.  The other two worked during the walk - thank goodness.  Without the box, I was afraid I would not be able to return the non-working fan.  Since the other two were working I figured I had received one lemon.  However, fan #2 quit working after the 4th use, about a month later.  The 3rd quit working after the 6 use, about 2 months later.  I am totally disappointed that Coleman would manufacture such a cheap, worthless product.  The price was very reasonable, but I guess it is true what they say - you get what you pay for.  And these fans definitely are not worth even 1 cent!"
"86","XX","B0009PUR90","2.0","0","0","October 2, 2011","A2G3NIVV8Y998J","Good circulation, too noisy","The fan provided great circulation in my tent, but is VERY loud.  It was so noisy I couldn't sleep and had to turn it off.  It's possible it could just be a defect with the one I received since I didn't see too many other reviews about the noise level of this fan."
"87","XX","B0009PUR90","5.0","0","0","September 30, 2011","A3OP7YR7NG4OH5","Worked Well...  Then I kicked it.","This fan worked great, and kept the fan cool at night.  It worked flawlessly the first night, but the second night either my wife or I booted it off the air mattress and it stopped working.  A battery change, and a few smacks later, and it turned back on.  Don't know how long this will hold up to camping trips."
"88","XX","B0009PUR90","2.0","0","0","September 26, 2011","A1QMLGHEIEZ1KX","stopped working after 2 hours","i had high hopes for this fan, but like many other reviewers here, mine stopped working about 2 hours after i turned it on. i replaced the batteries and the problem persisted. i can get the fan to run now if i smack it (like an old tube tv) but it doesn't run at full-power and is very erratic. i'm going to crack it open to see if there's a loose connection or something, but i shouldn't have to do that. i can't recommend this product."
"89","XX","B0009PUR90","5.0","0","0","September 22, 2011","A2PNPE585H68FI","Worked Wonderfully","I went to an area that had no electricity. I needed to find a fan that ran on batteries. This fan really did the job. I totally recommend it."
"90","XX","B0009PUR90","1.0","2","2","September 21, 2011","AENFE7JMJ2FL9","Great for a day or two","The fan worked fantastic for a few days then died for no reason.  Even tried replacing the new batteries with new batteries...still dead.  Good luck with this one.  Coleman has really lost its quality.  Does anyone know of a good battery operated fan that will work for a few years?"
"91","XX","B0009PUR90","1.0","2","2","September 16, 2011","ACOYCFT2NUEDM","Piece of Junk","I bought this fan for a 4 night camping trip.  It worked for 4 hours and never ran again.  When the fan is jiggled a bit, it runs for a second and shuts down.  Looks like the wires are bad.  I would never buy it again or recommend it to anyone."
"92","XX","B0009PUR90","5.0","0","0","September 14, 2011","AWE5VVYK0RETC","nice fan, nice price","Used it for a cub scout trip in the summer and it worked great.  Also used it on the deck at home and it was a very nice addition.  For the price, you can't beat it but it does plow through the batteries."
"93","XX","B0009PUR90","5.0","0","0","September 12, 2011","A251TMQH31CFI5","12 volt free standing fan","Lightweight, yet robust.  great idea inside a my Coleman 6 Instant Up tent. At night when there is no breeze, I can now stay cool with my new fan.  Thanks a lot."
"94","XX","B0009PUR90","1.0","2","2","September 11, 2011","A1RPL9CZ4XG49W","Very disappointing","I really wanted to like this fan. The rubber blades are perfect for preventing injury in a cramped tent. But there are many problems with this fan.1) The circular part has arms that simply plug into the base; so the fan can flop backwards and end up facing the ceiling instead of facing you. There's no way to lock it in place or tighten the grip of these arms.2) When packing the fan in a bag, the circular section will definitely come off (i.e. the arms will detach), and when this happens, the only thing holding the fan part to the base is a thin electrical cord, which will obviously break if any strain is put it on it. So this is NOT designed to be thrown in a bag, which makes no sense for a camping fan!3) I swear this thing eats batteries like they were candy. There has to be another battery powered fan that doesn't kill 4 Ds immediately."
