id,ref,product,rating,helpPos,helpAll,date,userId,infoTitle,infoText
"13","XX","B0050P22VK","3.0","59","62","October 7, 2011","A25RSOPW5EDF96","Get what you pay for","My husband got this tent to use next to his truck at basecamp for hunting.  It is the right size for one person and a pack, or two small people and no gear.The zipper broke the second night, but only along the bottom, and it was too cold for misquitos so it was a non-issue for him.  However, if you want the 'security' of having your doors zipped, be aware.The 'rain fly' is laughable.  It is about 12'x18' and JUST covers the top vents, not the whole top of the tent.  If it's raining: take a tarp, you will need it.The bottom is waterproof and did not require an additional ground cloth for our use, but it is not what one would call 'sturdy'.For a $20 tent it served it's purpose.  It is very lightweight and compact, provided minimal shelter (mostly for privacy) and is super-easy to set up.  If you are looking for a good tent to use over and over, you might want to buy higher quality, but if you need a semi-dispoable tent for a weekend or emergency, this should meet your needs."
"14","XX","B0050P22VK","5.0","10","11","September 14, 2011","A2Y64QY3B8QZLK","Perfect!","The service was quick and the item was in the condition it was described.  My 5th grade students are enjoying this item as an option to read in."
"15","XX","B0050P22VK","5.0","0","0","July 7, 2014","A1JYD3TICOUZ9E","bought several of these for the grandkids one got broke ...","bought several of these for the grandkids one got broke and they had another on in the mail in just a day or two"
"16","XX","B0050P22VK","5.0","0","0","July 3, 2014","A2ZEB9IJEA4LIS","Five Stars","PERFECT. SMALL. TENT."
"17","XX","B0050P22VK","5.0","0","0","June 30, 2014","A262A2X08XFMOJ","Great little tent!","Bought these so my 9 year old twins can camp outside our cabin over the 4th. The tent seems very well made..zippers are thick and it's very easy to put together."
"18","XX","B0050P22VK","3.0","0","0","June 29, 2014","A3K437EB393FED","great price","Ok, great price. Haven't tested out doors as of yet."
"19","XX","B0050P22VK","4.0","0","1","June 12, 2014","ACCTX2JMHTV1R","Good, cheap tent.","I got this tent for a camping trip in Florida over the summer where the only reason Id want it would be to stave of the bugs. For the most part, this worked. The larger bugs couldn't make it in the tent but the smaller bugs, some mosquitoes included, were able to bypass the net. If you want to use this tent in an area like the everglades like i did, and you don't want o be covered in bugs when you sleep, I suggest getting a bug net as well for an additional $10 and figuring out how to make that work with this tent. Otherwise look for one with a finer net. Good luck getting one for a similar price though. That experience aside, id say this was a fine tent."
"20","XX","B0050P22VK","2.0","1","1","June 12, 2014","A3C7GOXO5Q2JGA","missing items","Got this for my boys to use for camping and I'm very upset with this purchase. It did not have a carry nag and no tent stakes. Will be contacting amazon for refund!"
"21","XX","B0050P22VK","1.0","0","1","June 5, 2014","A1E6MTQSJLERAF","False advertising","This tent is not a two person tent unless you plan on using it for two one year Olds. I bought this with the expectation of being able to go camping with my family, it is a waste of $30. I would not recommended this to anybody ."
"22","XX","B0050P22VK","2.0","0","0","June 5, 2014","A3NE9KKH17OX8A","Poor quality tent","This tent was a good price. We purchased it for our 3 year old son to play in. However, one of the poles broke the same day we got it. Poor quality poles and the zipper seems a little on the cheap side."
"23","XX","B0050P22VK","4.0","0","0","June 4, 2014","ANFL84YAH402F","Nice","Works Good as it is expected for a tent, easy to install and easy to carry, its just the perfect one for my kids!"
"24","XX","B0050P22VK","5.0","1","1","June 4, 2014","A44N66XAOFYC1","Summer Fun","For the price I was expecting something cheap, BUT this tent looks pretty good quality. I was able to put it together myself within 5 min. It fits 2 adults or like 3 kids. I give it 5 stars because it provided the things I needed this for."
"25","XX","B0050P22VK","4.0","0","0","June 2, 2014","A1RS06313BL6WN","Good","I haven't had a chance to use this yet as going camping in Florida is something that requires the weather to co-operate, but it seems like it's good quality for the price."
"26","XX","B0050P22VK","2.0","0","0","May 27, 2014","AZ1944P0DEEWH","inexpensive play tent for the kids","I bought this tent as a cheap play tent for my kids to camp out in my living room, and for that purpose it worked perfectly. I don't think it would be durable enough to take on a real camping trip, but it would be suitable to camping in the backyard or in the house."
"27","XX","B0050P22VK","5.0","0","0","May 14, 2014","AYYQT6BGJFJAP","Awesome value for price.","Served me well for my camping trip. Zippers and netting and tent spikes all were fine on mines. It did feel a bit thin when pulling out the packaging at first but it looked well when setup and had enough space, and nothing was missing or broken or fragile."
"28","XX","B0050P22VK","1.0","0","0","May 12, 2014","A2NHKXNL9NONN6","Not for a serious camper","If its very windy this is not the tent for you. Ripped easily.The poles were splintered and the mesh screen was sewn into the zipper."
"29","33","B0050P22VK","5.0","0","0","May 9, 2014","A2CXNPA05UASAV","great","Quick and easy to put up just right for son who is 10 and it was bigger than I thought but not big enough for adults!"
"30","XX","B0050P22VK","1.0","0","0","May 6, 2014","A3AW2VF2OSVILG","Junk - not even good enough to donate","The poles broke the very 1st night (no wind, no bouncing around/ruff play). The material is so thin you might as well be sleeping under the stars. The zipper pulled away from the fabric with no one in the tent on the first closing. It is going into the trash as it is not even good enough to donate."
"31","XX","B0050P22VK","4.0","0","0","May 5, 2014","A3KSZC9KHLFDLX","Held up during a small rainstorm","This tent is big enough for 1 200 pound guy and a few camping supplies. I would not say 2 people could fit comfortably.It was easy to setup in under 5 mins. It held up pretty good in a rain storm.I would say its actually pretty good for the price."
"32","XX","B0050P22VK","4.0","0","0","May 5, 2014","A2B9ISOP2WBY1W","happy camper here!","This was a great tent for a camping trip to the beach! Easy to set up, fit me and my gear (I went solo in the tent), and was durable. I did not experience a single problem the other reviewers had, zippers still work, mesh was small enough to keep bugs out, seams still intact, poles still in good condition. I also got it back into the carry bag with all of the poles and stakes with no issue. It was actually easier to set up than other tents my friends had with instructions included. I was done in enough time to help my friends with theirs!My 4 star review comes from this:The tent gets stuffy quick. It holds in a lot of heat, due to size. I kept the screen nets closed during the day, but the privacy screens open to let air in during the day... But no bugs. If weather permits, I'd also recommend taking the rainfly off at night, for more air circulation. I literally had condensation from my body heat on all four tent walls by morning, and I was really sweaty as well. My sleeping bag was for 40F weather. I was at the beach, and next to a lagoon. Nighttime temps were at 45F, so I should have been fairly comfortable with that combo... But it was like a sauna.My other issue is an air mattress, my friends brought me a twin to put inside... And it did not fit. Good thing I brought some thick quilts for padding, and a camping sleep mat just in case. I was still pretty comfy with those though...Overall, I'm really happy with this tent, and will be taking it on my next beach camping trips in the future! Great item for the price, and a very small package! That part was great, considering me and 3 others were carpooling together.Good product! Definitely a recommendation!"
"33","XX","B0050P22VK","5.0","0","0","April 27, 2014","A1P0CP0VTRCRBJ","Great value","This is a good tent, comes with hardware at a great price. My son has been playing in it for weeks."
"34","XX","B0050P22VK","5.0","0","0","April 23, 2014","A7LJCS7WEU8JD","Great price and a good product","This little tent is my extra storage space on the side of my house. I havent had any problems with it. I added a tarp on the top to make sure it stays water proof. Its been sitting outside for nearly 2 months and has held up just fine. It rains a lot out here in Georgia. I will be getting another one for my brother. I assume it would do just as well for camping. I bought this for 20 dollars and a few days later it was marked down to 15. Its a good value I don't know what people expect for the price. Lets be realistic here."
"35","XX","B0050P22VK","3.0","10","13","January 12, 2014","A212IS1FYHPEEU","Good for playing but not for camping.","It's a good inside play tent which is what I bought it for. My girls out grew their tiny play tent & wanted another one that they could play &#34;camp out&#34; in indoors. I only paid $20, it' s easy to set up, light weight, stores easy & comes with stakes BUT I would not recommend this to be used for actual outdoors in the wilderness camping. Its cheaply made, the material is super thin (thinner than any tent we've camped it & we camp a lot) so I doubt it would keep any type of weather out & the door flaps dont even zip across the bottom at the floor so you can't close it up but the door netting screens do zip along the floor but the holes in the net are big so mosquitos could easily get it. Play tent-yes, get it! Camping tent-no,don't do it!"
"36","XX","B0050P22VK","5.0","1","1","January 6, 2014","AMHPJC5IA2POL","Nice tent","Great tent so far.  Easy for older kids to set up themselves if needed.  Great value for the price we paid on Amazon."
"37","XX","B0050P22VK","5.0","2","2","December 31, 2013","A3TNGH0RPNVS6U","bought this for my 3 year old son for christmas! He loves it!","my 3 year olds crib mattress fits in it perfectly with plenty of room for a little chair and tv/dvd player. We set it up in his bedroom and he loves it!"
"38","XX","B0050P22VK","4.0","0","0","November 28, 2013","AIOZVRIOGPGDL","great purchase","just not as waterproof as you would expect a tent to be but otherwise excellent and easy to carry. worht it"
"39","11","B0050P22VK","4.0","1","1","November 14, 2013","A13ZT7ISLJDHA1","Good quality until my destroying happy son decided to play with the poles","Perfect tent for kids. I wouldn't trust it to hold up in real outdoor conditions, but it was perfect for my son to move it in and out of the house easily. Unfortunately (like most boys) he started playing with the poles and broke them."
"40","11","B0050P22VK","1.0","1","2","October 25, 2013","A2E3FSVAFFK4KR","worst tent ever","i ordered 16 of these tents and they all leaked  when it rained and most of the zippers broke.  the stakes are cheep and bend easily as well as the tie ropes frayed.  one of the tents were missing the connector parts on the poles."
"41","11","B0050P22VK","5.0","1","1","October 20, 2013","A14JJV7RQRKG43","nice tent for the CHEAP price","me and my granddaughter loved the tent.its easy to set up easy take down roomy and best of all  CHEAP yet is in perfect shape and as tough as any other of its type and price"
"42","11","B0050P22VK","2.0","0","0","October 18, 2013","A3APPXZYNO2SZM","Disposable backyard tent for kids","This is probably one of the poorest excuses for a tent that was ever made, but that wasn't why I bought it. I bought it to take to Burning Man for use as a closet for storage out of the sun, wind and dust. It met my expectations, but just barely. There is absolutely nothing quality about this tent. The 'fly' is almost worthless. It's about the size of a hankerchief and is about the same size as the vent at the top of the tent that it's supposed to cover, making it ok for sun protection, but it did nothing to keep the dust out.It served its purpose, although poorly, but then that's pretty much what I expected for the price.This might be an ok tent for kids camping in the backyard on a nice summer night, but it's not made well enough to withstand most of the typical wilderness camping elements."
"43","11","B0050P22VK","4.0","1","1","October 4, 2013","A1Z0D9WIW52LIG","Just what I was looking for","I needed a small tent for my son to use as he started his Webelos and Boy Scout journey.  This is small, light weight and easy for him to set up all by himself.  The only problem with it is that the integrity of the mesh around the zipper is somewhat weak, and it is hard to zip the tent up without stressing the screen too much without ripping."
"44","11","B0050P22VK","1.0","0","0","September 27, 2013","A2QSHBML7ARYVA","piece of crap","First, they sent an orange tent, while the pic shows blue. I hate orange. Second, it's very thin. Didn't take long for a little drizzle to saturate it. Next, mesh screen ripped with first tug of the zipper.  Also, front door flap does not close at the bottom, which allowed for cold wind to come in all night.  I'm 5'4 and had to sleep diagonal in it.  Walmart tents are better than this thing."
"45","11","B0050P22VK","1.0","6","6","July 15, 2013","A3AALN7GV1U4J0","Complete Garbage","Broke while trying to put it up the first time.  Complete Junk.  Kids were very disappointed.  Go with a better tent"
"46","11","B0050P22VK","2.0","2","2","July 11, 2013","AO4G7U4IFOMSU","so so tent","as a geology student i backpack a lot. I like the price, size, and shape of this tent, but it has a lot of small problems, and is honestly flimsy. its weight and pack size are excellent. it gets a little warm since the roof opening is quite small. the nettings holes are big enough to allow ants and small bugs to just crawl right in, which they did the first time i took this tent backpacking. the zipper doesnt completely close, so again bugs get in. the netting also began tearing and ripping just from the zipper opening and closing the door. ive had a lot of tents and im careful with a flimsy zipper, but the netting tearing is unavoidable. also the inside pocked it nice, but pretty low hanging if you want to use it.  all in all id say this tent is nice if you wont use it much and youre in an easy environment. if you plant to keep it a while or use it regularly this ones isnt sufficient. while being nice in size and weight its just flimsy, rips easily, and the netting is totally impractical. if they made it with just a little stronger fabric and tighter netting it would be an excellent tent."
"47","11","B0050P22VK","3.0","0","0","July 6, 2013","A31B9H97TKYBRO","Perfect for kids in the back yard","This tent is perfect for children if they're just staying in your back yard.  It's easy to put together and offers plenty of space for anyone under 5'7&#34;.Unfortunately, that's not what I bought this for.  My friend and I easily fit in the tent while camping, but it didn't come with a rain tarp.  As a result, when it drizzled, we got soaking wet.Don't buy this if you're intending to go camping any farther than your back yard."
"48","XX","B0050P22VK","5.0","1","1","June 30, 2013","AT7DNV476AA0P","Happy Camper tent","Excellent product, easy to assemble and very good quality for the price. Anyone wanting an excellent tent, this is the one for you."
"49","XX","B0050P22VK","4.0","1","1","June 27, 2013","A2NOKCHMLQFT46","perfect kids tent","can't beat the $20 price.  The tent was easy to set up.  My 5 year old, 14 year old, and 70 pound German Shepherd all slept in it comfortably.  Perfect for backyard or fair weather camping.  My concerns:  poles very cheap, will probably not last too long.  Stakes are super cheap as well, so don't plan on using on rough ground."
"50","XX","B0050P22VK","4.0","1","1","June 25, 2013","A3U765WANJLS02","Happy Camper-Amazon.com Purchase","For the price,  it's a good buy.  I'm 5'7', my head and feet touched the tent as I laid, so if you are any taller, good luck !!  It was easy to put together.  One person can do it. After you remove the tent from the 'holding bag', CAN'T GET IT BACK IN !!"
"51","XX","B0050P22VK","2.0","1","1","June 23, 2013","A1LIF6X67G12V5","Not pleased","Maybe I am incompetent but I could not set up this tent. There were absolutely no instructions but I had a pretty good idea how to set it up based on the photograph and how tents in general are set up. I still was unsuccessful. Also when I was feeding the poles through the yellow portion ripped. I would only recommend this tent to someone that has experience with tents or is intuitive when it comes to this type of product."
"52","XX","B0050P22VK","1.0","0","0","June 22, 2013","A8THO4H7UZQN2","NOT A HAPPY CAMPER!!","I Just set up the tent, and it has a hole in it!! I looked at the seems and their is no way this will keep you dry. Think again before you buy this. $20.99 is too good to be true. A poncho will keep you drier. SORRY MAD I MADE THIS CHOICE!!"
"53","XX","B0050P22VK","5.0","2","3","June 6, 2013","A1TS9DV6PH4JES","was a gift and they love it","My daughter said it is great because the bottom is waterproof and if it rains you do not get wet.  They think this is a great tent for two people and would buy another."
"54","XX","B0050P22VK","3.0","0","0","June 4, 2013","A3FAS6CGCQH94U","nice and roomy","easy set up. Have played with it inside of the house. Couple of things about this tent , It doesn't have a rain fly, one pocket inside, and No place to hang a light inside. Zippers could be of better quality. But for a pinch , and the price not bad. You would have better luck at big 5 looking for a sale. but look at the zippers."
"55","XX","B0050P22VK","2.0","0","0","June 2, 2013","A3CI68HZGSEIDF","Zipper broke the first time we used it.","The zipper came off the track and then chewed up the rest of the track when we re-zipped it. Our daughter had to sleep with it open at the bottom all night. Not cool as we had plenty of critters. Nice enough tent but it was way too short for our 14 year old daughter too. She couldn't stretch out. I would recommend it for younger children but the zipper was so cheap, so buyer beware."
"56","XX","B0050P22VK","5.0","22","27","May 30, 2013","A18IHS1QJTHUJJ","very sexy look","looks great. online (pics) dont do it justice ,once you have it all set up. spot to see stars, that has cover. good for sharing w/ mate. Not so good to share with father in law."
"57","XX","B0050P22VK","1.0","2","15","May 28, 2013","A2ABS0YI9YIB0R","Unhappy Camper!","Received as a gift. Don't waste your money! Amazon does not care about the products they are selling! Support local stores! Get off the computer and go to the store! If I can prevent one person from buying a piece of junk then the effort I made typing this was worth it!"
"58","XX","B0050P22VK","5.0","1","1","May 14, 2013","A2SMPMF5WGF7RI","Easy to set up","This tent sets up in no time! Seems sturdy so far. No part has become worn out. Zippers are standing up to daily usage. Very good value."
"59","XX","B0050P22VK","3.0","1","2","May 5, 2013","A1QN6TF5RH0JPC","Perfect for indoor use....not sure I'd use it outdoors","I bought this tent for use in my preschool classroom.  I is EASY to set up and held up to the wear and tear of 22 3-5 year old children playing in it every day.  However, I spent many years tent camping and do not feel this tent would be good for outdoor use.  The fabric is thin and it just doesn't seem very sturdy.  Might be okay for backyard camp outs when the weather is ideal though.  Either way, it was perfect for my intentions."
"60","XX","B0050P22VK","2.0","2","3","May 2, 2013","A23X66BL84SEGT","It's a Good Little Tent","This is a good little tent.  As far as being used by two adults, you had better REALLY like each other.  I'm not sure how it stands up to rain, but I did notice the seams weren't sewn very well.  I think it may leak.  For a quick, dry, weekend camping trip, it's perfect.  The only reason I'm giving it 2 stars is because of the seam issue and there were no instructions included.  Thankfully I know how to put up a tent, but a person new to tent camping might have issues.  If you're going camping with kids, it would be perfect for them."
"61","XX","B0050P22VK","4.0","1","1","April 20, 2013","A35UCMAW0RCBKP","great for kids toy","My daughter bought this to play with with her siblings.  It works great for us.  I wouldn't recommend it routine camping though.  It is cheaply made, and the  rain cover wouldn't work.  Even though I was a real camping Girl Scout for 10 years, I can't roll it up small enough to get it in the bag."
"62","XX","B0050P22VK","5.0","0","1","April 8, 2013","A1A2SLIDZUG0WV","Extremely Pleased!","This tent was originally purchased for me and my husband to use indoors (we're huge big kids). We got a puppy like 2 weeks after receiving the tent, now my puppy thinks it is his vacation home. I'm not much of an outdoorsy person but I would trust this tent on a camping trip. It zips completely up and the floor of the tent is made with plastic so I know I would not get wet. Overall, this tent has served its purpose."
"63","XX","B0050P22VK","4.0","0","0","March 30, 2013","ALQMOFICKJNEL","Hi and Dry on Catalina Trail","I really liked this tent for the following reasons:1) Very low price2) Easy to set up3) Water proof bottom4) Very Light Weight.The only reason I didn't give it 5 stars is because it didn't have a window and the door zipper is a little bit hard to manipulate, but other than that , it worked perfect on a 3 day, 30 mile trip that I did in March of 2013 on the Trans Catalina Trail!"
"64","XX","B0050P22VK","1.0","0","1","March 27, 2013","A1FNMMKU5J984W","Not so happy","I had this sent item as a gift for my nephews for Easter and birthdays.  They put it up in the house and slept in it 1 night before the top part that the poles connected to broke.  My sister said it was very cheaply made - wouldn't advise it to anyone!  By the way - I never write reviews - but for warning anyone who might wonder about this item!"
"65","56","B0050P22VK","1.0","0","0","March 27, 2013","Sarah Marshall","RE:very sexy look","Lol.... :D I found that very funny! "
